CueAnexo,Nombre,Regimen,Latitud,Longitud,Localidad,Departamento,Jurisdiccion
180150100,COLEGIO SECUNDARIO GRAL.ISIDRO BONIFACIO CACERES,Publico,-56.03476368,-28.55079276,SANTO TOME          ,SANTO TOME,Direccion de Nivel Secundario
180150200,E.F.A.ITU IS-28,Privado Subvencionado,-56.6439485,-27.506204,ITUZAINGO           ,ITUZAINGO,Direccion de Enseñanza Privada
180150300,E.F.A.JAHA KATU I.S.29,Privado Subvencionado,-59.02744027,-29.34288611,TRES BOCAS          ,GOYA,Direccion de Enseñanza Privada
180150500,CENTRO DE EDUCACION FISICA Nº 7,Publico,-57.63128147,-27.75447981,NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,GENERAL PAZ,Direccion de Educación Fisica
180150600,ESCUELA Nº 959,Publico,-59.10513208,-28.98287578,SANTA LUCIA         ,LAVALLE,Consejo General de Educacion
180150700,ESCUELA Nº 960,Publico,-59.10672165,-28.99412179,SANTA LUCIA         ,LAVALLE,Consejo General de Educacion
180150800,CENTRO DE EDUCACION FISICA Nº 1,Publico,-58.82896997,-27.49075157,CORRIENTES          ,CAPITAL,Direccion de Educación Fisica
180150900,CENTRO DE EDUCACION FISICA Nº 3,Publico,NULL,NULL,MONTE CASEROS       ,MONTE CASEROS,Direccion de Educación Fisica
180151000,CENTRO DE EDUCACION FISICA Nº 4,Publico,-59.03664364,-28.51762041,BELLA VISTA         ,BELLA VISTA,Direccion de Educación Fisica
180151100,CENTRO DE EDUCACION FISICA Nº 5,Publico,-56.04446201,-28.56156556,SANTO TOME          ,SANTO TOME,Direccion de Educación Fisica
180151200,CENTRO DE EDUCACION FISICA Nº 8,Publico,-57.58850326,-27.99799466,SAN MIGUEL,SAN MIGUEL,Direccion de Educación Fisica
180151300,CENTRO DE EDUCACION FISICA Nº 10,Publico,-56.68619122,-27.58968858,ITUZAINGO,ITUZAINGO,Direccion de Educación Fisica
180151400,EFA ESPERANZA CAMPESINA IS- 21,Privado Subvencionado,-59.36627751,-30.26102636,ESQUINA             ,ESQUINA,Direccion de Enseñanza Privada
180151500,CENTRO DE FORMACION PROFESIONAL RIACHUELO,Publico,NULL,NULL,RIACHUELO           ,EMPEDRADO,Direccion de Nivel Secundario
180151600,INSTITUTO SUPERIOR SANTA RITA IT.37 - IS.40,Privado Subvencionado,-59.04373271,-28.51211632,BELLA VISTA         ,BELLA VISTA,Direccion de Enseñanza Privada
180151700,INSTITUTO PRIVADO REAL SOCIEDAD IPP.54-IP.69,Privado Subvencionado,-58.80754219,-27.48038186,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180151900,NIVEL INICIAL Y JARDIN MATERNAL NUBECITAS DE ALGODON IPP-56,Publico,-56.03954994,-28.54852893,SANTO TOME          ,SANTO TOME,Direccion de Enseñanza Privada
180152000,JARDÍN DE INFANTES BICHITO DE LUZ I.P.P.57,Privado Subvencionado,-58.83177871,-27.46973114,CORRIENTES          ,PASO DE LOS LIBRES,Direccion de Enseñanza Privada
180152100,INSTITUTO DE ENSEÑANZA PRIVADA CREA,Privado No Subvencionado,-58.8381078,-27.46916818,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180152300,INSTITUTO SUPERIOR RIO PARANA,Privado Subvencionado,-58.83741533,-27.46242402,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180152400,INSTITUTO DE EDUCACIÓN ESPECIAL INTEGRAR IE-9,Privado Subvencionado,-58.81314364,-27.47028593,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180152500,ESCUELA HOSPITALARIA DOMICILIARIA Nº 29,Publico,-58.81857866,-27.4756831,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180152600,ESCUELA Nº 962,Publico,-58.78365516,-27.50293609,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180152700,COLEGIO SECUNDARIO CAUTIVAS CORRENTINAS,Publico,-58.78201897,-27.50474609,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180152800,COLEGIO SECUNDARIO JOSE HERNANDEZ    ,Publico,-58.7159626,-27.49426129,LAGUNA BRAVA,CAPITAL,Direccion de Nivel Secundario
180152900,ESCUELA Nº 961,Publico,-57.76117526,-28.51418359,CONCEPCION          ,CONCEPCION,Consejo General de Educacion
180153000,ESCUELA Nº 963 JUAN FRANCISCO GÜENAGA    ,Publico,-58.33083538,-30.14792892,GARAY,CURUZU CUATIA,Consejo General de Educacion
180153100,ESCUELA Nº 264,Publico,-58.66321022,-27.71022548,CAMPO GRANDE,EMPEDRADO,Consejo General de Educacion
180153200,ESCUELA Nº 377,Publico,-59.5974119,-29.7441129,ESQUINA             ,ESQUINA,Consejo General de Educacion
180153300,ESCUELA HOSPITALARIA DOMICILIARIA Nº 30,Publico,-59.24835638,-29.13729741,GOYA                ,GOYA,Consejo General de Educacion
180153400,COLEGIO SECUNDARIO DE ITUZAINGO,Publico,-56.66751392,-27.56706439,ITUZAINGO           ,ITUZAINGO,Direccion de Nivel Secundario
180153401,EXT.AULICA DE ADULTOS (COLEGIO SEC. DE ITUZAINGO),Publico,-56.71729095,-27.61698354,ITUZAINGO,ITUZAINGO,Direccion de Nivel Secundario
180153600,INSTITUTO DE BELLEZA G.I.R. E.P. 89,Privado No Subvencionado,-57.63038197,-30.25273484,MONTE CASEROS       ,MONTE CASEROS,Direccion de Enseñanza Privada
180153700,COLEGIO SECUNDARIO,Publico,-57.72895556,-30.31905536,PARADA LABOUGLE     ,MONTE CASEROS,Direccion de Nivel Secundario
180153800,ESCUELA Nº 210 SARGENTO CABRAL,Publico,-57.57407113,-29.90497247,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Consejo General de Educacion
180153900,COLEGIO SECUNDARIO AMADO BONPLAND,Publico,-57.42992417,-29.82070924,BONPLAND            ,PASO DE LOS LIBRES,Direccion de Nivel Secundario
180153903,EXT.AULICA DE ADULTOS (COLEGIO SEC.AMADO BONPLAND),Publico,NULL,NULL,BONPLAND            ,PASO DE LOS LIBRES,Direccion de Nivel Secundario
180154000,INSTITUTO DE INGLES MARÍA NAZARETH DE LA PAZ  I.PROF.51,Privado Subvencionado,-58.6186204,-28.25428245,SALADAS             ,SALADAS,Direccion de Enseñanza Privada
180154200,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 69,Publico,-56.81641248,-29.47100485,YAPEYU              ,SAN MARTIN,Consejo General de Educacion
180154300,ESCUELA Nº 964,Publico,-56.68838266,-29.05218688,SANTA M. DEL AYAYAI,SAN MARTIN,Consejo General de Educacion
180154400,ESCUELA Nº 965,Publico,-56.80763004,-29.10372,LA CRUZ             ,SAN MARTIN,Consejo General de Educacion
180154500,CENTRO DE FORMACIÓN RURAL LAS COLINAS IS.35,Privado Subvencionado,-56.0361232,-28.5498009,SANTO TOME          ,SANTO TOME,Direccion de Enseñanza Privada
180154700,ENIAC COMPUTACION EP-87,Privado Subvencionado,NULL,NULL,SAUCE               ,SAUCE,Direccion de Enseñanza Privada
180154800,INSTITUTO ENGLISH TIME I.PROF.21,Privado Subvencionado,-57.10389368,-29.71144603,PASO DE LOS LIBRES  ,PASO DE LOS LIBRES,Direccion de Enseñanza Privada
180154900,INSTITUTO SAINT MARTIN IS.41,Privado No Subvencionado,-58.82991315,-27.46431048,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180155000,COLEGIO SECUNDARIO FERNANDO PIRAGINE NIVEYRO,Publico,-58.79042343,-27.48489567,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180155100,ESCUELA TECNICA CONSTRUCCIONES PORTUARIAS Y VIAS NAVEGABLES,Publico,-58.83279632,-27.46079159,CORRIENTES          ,CAPITAL,Direccion de Educación Tecnico Profesional
180155200,COLEGIO SECUNDARIO JUAN PABLO II,Publico,-57.65473698,-30.24794243,MONTE CASEROS       ,MONTE CASEROS,Direccion de Nivel Secundario
180155400,ESCUELA DE EDUCACION ESPECIAL Nº 28     ,Publico,-58.11938159,-28.26541193,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180155500,INSTITUTO SUPERIOR TERRAS I.T.34,Publico,-58.84797237,-27.47130736,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180155800,COLEGIO SECUNDARIO Pte. Dr. RAUL ALFONSIN,Publico,-58.78870453,-27.4686638,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180155900,COLEGIO SECUNDARIO IBERA,Publico,-58.84642013,-27.48321963,CORRIENTES          ,CAPITAL,Direccion de Nivel Secundario
180156100,ESCUELA Nº 967      ,Publico,-58.09890286,-28.84779835,TORO RATAY,MERCEDES,Consejo General de Educacion
180156200,ESCUELA Nº 970 JOSEFA PAMPIN DE FONSECA,Publico,-58.58020001,-30.05505,EL CERRO,SAUCE,Consejo General de Educacion
180156300,ESCUELA Nº 968,Publico,-58.11883578,-28.26511361,SANTA ROSA          ,CONCEPCION,Consejo General de Educacion
180156500,ESCUELA Nº 971,Publico,-59.1789989,-30.2955284,ESQUINA             ,ESQUINA,Consejo General de Educacion
180156600,COLEGIO SECUNDARIO JOSE MARIA CANTEROS,Publico,-58.31794602,-28.37487719,TATACUA/TABAY       ,CONCEPCION,Direccion de Nivel Secundario
180156601,EXT.AULICA DE ADULTOS (COLEGIO SEC. JOSE M. CANTERIOS),Publico,NULL,NULL,TATACUA,CONCEPCION,Direccion de Nivel Secundario
180156700,E.F.A. ÑANEMBA´E IS-49,Privado Subvencionado,-58.96088548,-28.84959801,GOBERNADOR MARTINEZ ,LAVALLE,Direccion de Enseñanza Privada
180156800,E.F.A. RENACER I.S.47,Privado Subvencionado,-58.62429636,-28.2556315,PAGO ALEGRE         ,SALADAS,Direccion de Enseñanza Privada
180156900,INSTITUTO PRIVADO NUEVA GENERACION IPP.60-IP.73,Privado Subvencionado,-58.8328516,-27.46915746,CORRIENTES          ,CAPITAL,Direccion de Enseñanza Privada
180157000,E.F.A. LA CRUZ I.S.45,Privado Subvencionado,-56.6495919,-29.16364249,LA CRUZ             ,SAN MARTIN,Direccion de Enseñanza Privada
180157100,E.F.A.MENSU PEGUARA IS.46,Privado Subvencionado,NULL,NULL,CURUZU CUATIA       ,CURUZU CUATIA,Direccion de Enseñanza Privada
180157200,E.F.A. GUAYQUIRARO IS- 48,Privado Subvencionado,-59.54829513,-30.26425016,GUAYQUIRARO         ,GOYA,Direccion de Enseñanza Privada
180157300,ESCUELA TECNICA ALFREDO C. PASSERA,Publico,-57.97723308,-30.615835,MOCORETA            ,MONTE CASEROS,Direccion de Educación Tecnico Profesional
180157500,J.I.N. Nº 14 (SEDE) - ESCUELA Nº 10,Publico,-58.84913579,-27.47269861,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157501,J.I.N. Nº 14 - ESCUELA Nº 9 GUSTAVO S.GOMEZ,Publico,-58.84678028,-27.47655001,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157600,J.I.N. Nº 15 (SEDE) - ESCUELA Nº 850,Publico,-58.83729973,-27.49342707,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157601,J.I.N. Nº 15 - ESCUELA Nº 291,Publico,-58.84181206,-27.50130679,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157700,ESCUELA JARDIN DE INFANTES Nº 41,Publico,-58.84650159,-27.48357863,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157800,J.I.N. Nº 17 SAN CAYETANO (SEDE) - ESCUELA Nº 553,Publico,-58.69520895,-27.57165601,SAN CAYETANO,CAPITAL,Consejo General de Educacion
180157801,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 403,Publico,-58.74540129,-27.58120065,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180157802,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 439,Publico,-58.72675724,-27.54407969,RIACHUELO           ,CAPITAL,Consejo General de Educacion
180157803,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 605,Publico,-58.75020326,-27.53361092,SAN CAYETANO,CAPITAL,Consejo General de Educacion
180157900,J.I.N. Nº 25 AVIONCITO DE PAPEL (SEDE) - ESCUELA Nº 606,Publico,-58.76592514,-27.45814817,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180157901,J.I.N. Nº 25 - ESCUELA Nº 401 MANUEL F. LAINEZ,Publico,-58.72425453,-27.45298262,LAGUNA SOTO,CAPITAL,Consejo General de Educacion
180157902,J.I.N. Nº 25 - ESCUELA Nº 240 ALMAFUERTE,Publico,-58.74633219,-27.42013148,EL PERICHON,CAPITAL,Consejo General de Educacion
180157903,J.I.N. Nº 25 - ESCUELA Nº 729,Publico,-58.71948713,-27.42797317,YECOHA KM10-RUTA 12,CAPITAL,Consejo General de Educacion
180158000,J.I.N. Nº 40 (SEDE) - ESCUELA Nº 957,Publico,-58.78588116,-27.53062046,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158001,J.I.N. Nº 40 - ESCUELA Nº 280,Publico,-58.7909865,-27.53018694,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158002,J.I.N. Nº 40 - ESCUELA Nº 356,Publico,-58.78509413,-27.5474199,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158003,J.I.N. Nº 40 - ESCUELA Nº 375,Publico,-58.83231923,-27.51327093,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158100,J.I.N. Nº 41 RATITA PRESUMIDA (SEDE) - ESCUELA Nº 368,Publico,-58.78380419,-27.5029284,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158101,J.I.N. Nº 41 HUELLITAS - ESCUELA Nº 962,Publico,-58.78249377,-27.50466953,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158200,ESCUELA JARDIN Nº 31 LAS SEMILLITAS DEL CENTENARIO,Publico,-58.8395244,-27.46995271,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158300,ESCUELA JARDIN DE INFANTES Nº 32,Publico,-58.78863761,-27.46853229,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158400,ESCUELA JARDIN DE INFANTES Nº 33 LOS PINGUINITOS,Publico,-58.78398519,-27.45832536,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158500,ESCUELA JARDIN DE INFANTES Nº 34,Publico,-58.71694922,-27.49378694,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158600,ESCUELA JARDIN DE INFANTES Nº 35 LA TORTUGA CAROLA,Publico,-58.79743674,-27.46781438,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158700,ESCUELA JARDIN DE INFANTES Nº 36,Publico,-58.7871414,-27.47498469,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158800,ESCUELA JARDIN DE INFANTES Nº 37 ISONDU,Publico,-58.78248158,-27.49331331,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180158900,ESCUELA JARDIN DE INFANTES Nº 38,Publico,-58.78564171,-27.48598141,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180159000,ESCUELA JARDIN DE INFANTES Nº 39 EL PAIS DE LAS MARAVILLAS,Publico,-58.7988784,-27.48334518,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180159100,ESCUELA JARDIN DE INFANTES Nº 40 POLLITO TRAVIESO,Publico,-58.84340081,-27.4636866,CORRIENTES          ,CAPITAL,Consejo General de Educacion
180159200,ESCUELA Nº 972 DOÑA JUANA B. ESPINDOLA DE ALCARAZ,Publico,-59.368162,-29.548913,LA CUCUCHA,GOYA,Consejo General de Educacion
180159400,J.I.N. Nº 32 (SEDE) - ESCUELA Nº 344,Publico,-59.04363134,-28.51871522,BELLA VISTA         ,BELLA VISTA,Consejo General de Educacion
180159401,J.I.N. Nº 32 - ESCUELA Nº 17,Publico,-59.04312146,-28.51171092,BELLA VISTA         ,BELLA VISTA,Consejo General de Educacion
180159402,J.I.N. Nº 32 - ESCUELA Nº 18,Publico,-59.03867196,-28.50574833,BELLA VISTA         ,BELLA VISTA,Consejo General de Educacion
180159403,J.I.N. Nº 32 - ESCUELA Nº 665,Publico,-59.04103937,-28.5005193,BELLA VISTA         ,BELLA VISTA,Consejo General de Educacion
180159500,J.I.N. Nº 18 (SEDE) - ESCUELA Nº 29 DIVINO NIÑO,Publico,-57.88834417,-28.39358669,CONCEPCION          ,CONCEPCION,Consejo General de Educacion
180159501,J.I.N. Nº 18 - ESCUELA Nº 600,Publico,-57.89486435,-28.38968324,CONCEPCION          ,CONCEPCION,Consejo General de Educacion
180159600,J.I.N. Nº 26 (SEDE) - ESCUELA Nº 315,Publico,-58.13805538,-28.27300404,SANTA ROSA,CONCEPCION,Consejo General de Educacion
180159601,J.I.N. Nº 26 - ESCUELA Nº 194,Publico,-58.14919803,-28.23097836,SANTA ROSA,CONCEPCION,Consejo General de Educacion
180159602,J.I.N. Nº 26 - ESCUELA Nº 519,Publico,-57.94580847,-28.1795677,IBATE PORA,CONCEPCION,Consejo General de Educacion
180159603,J.I.N. Nº 26 - ESCUELA Nº 868,Publico,-58.08562322,-28.24850383,SANTA ROSA (RURAL),CONCEPCION,Consejo General de Educacion
180159604,J.I.N. Nº 26 - ESCUELA Nº 548,Publico,-58.1137254,-28.21125767,LA SELVA,CONCEPCION,Consejo General de Educacion
180159605,J.I.N. Nº 26 - ESCUELA Nº 308,Publico,NULL,NULL,SANTA ROSA,CONCEPCION,Consejo General de Educacion
180159606,J.I.N. Nº 26 - ESCUELA Nº 968,Publico,NULL,NULL,SANTA ROSA,CONCEPCION,Consejo General de Educacion
180159700,J.I.N. Nº 28 TATACUA (SEDE) - ESCUELA Nº 144,Publico,-58.30837473,-28.34258608,COLONIA TATACUA,CONCEPCION,Consejo General de Educacion
180159701,J.I.N. Nº 28 - ESCUELA Nº 218,Publico,-58.3102563,-28.4048435,TATACUA,CONCEPCION,Consejo General de Educacion
180159702,J.I.N. Nº 28 - ESCUELA Nº 72,Publico,-58.31837652,-28.37381403,TATACUA,CONCEPCION,Consejo General de Educacion
180159703,J.I.N. Nº 28 - ESCUELA Nº 145,Publico,-58.35194931,-28.37029162,TATACUA,CONCEPCION,Consejo General de Educacion
180159704,J.I.N. Nº 28 - ESCUELA Nº 234,Publico,NULL,NULL,TATACUA,CONCEPCION,Consejo General de Educacion
180159800,J.I.N. Nº 29 (SEDE) - ESCUELA Nº 799,Publico,-58.28406478,-28.30648455,TABAY,CONCEPCION,Consejo General de Educacion
180159801,J.I.N. Nº 29 - ESCUELA Nº 829,Publico,-58.3375057,-28.3181095,TABAY,CONCEPCION,Consejo General de Educacion
180159802,J.I.N. Nº 29 - ESCUELA Nº 211,Publico,-58.25742106,-28.30432512,TABAY,CONCEPCION,Consejo General de Educacion
180159900,J.I.N. Nº 42 COFRECITO MAGICO (SEDE) - ESCUELA Nº 435,Publico,-58.04013034,-29.7923068,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180159901,J.I.N. Nº 42 - ESCUELA Nº 565,Publico,-58.04747086,-29.79667278,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180160000,J.I.N. Nº 43 IVOTI MINI (SEDE) - ESCUELA Nº 321,Publico,-58.06787077,-29.79146156,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180160001,J.I.N. Nº 43 IVOTI MINI - ESCUELA Nº 564,Publico,-58.05455229,-29.78359565,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180160100,J.I.N. Nº 44 GURISITO GATITO TRAVIESO (SEDE) - ESCUELA Nº 471,Publico,-58.07617445,-29.78414466,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180160101,J.I.N. Nº 44 - ESCUELA Nº 36,Publico,NULL,NULL,CURUZU CUATIA       ,CURUZU CUATIA,Consejo General de Educacion
180160200,J.I.N. Nº 20 (SEDE),Publico,-58.80018718,-27.95103236,EMPEDRADO           ,EMPEDRADO,Consejo General de Educacion
180160201,J.I.N. Nº 20 - ESCUELA Nº 43,Publico,-58.80685359,-27.95186075,EMPEDRADO           ,EMPEDRADO,Consejo General de Educacion
180160202,J.I.N. Nº 20 - ESCUELA Nº 44,Publico,-58.81345745,-27.95714629,EMPEDRADO           ,EMPEDRADO,Consejo General de Educacion
180160203,J.I.N. Nº 20 - ESCUELA Nº 750,Publico,NULL,NULL,OCANTO CUE,EMPEDRADO,Consejo General de Educacion
180160300,J.I.N. Nº 19 (SEDE) - ESCUELA Nº 53,Publico,-59.52672724,-30.0145217,ESQUINA             ,ESQUINA,Consejo General de Educacion
180160301,J.I.N. Nº 19 - ESCUELA Nº 620,Publico,-59.528972,-30.02143166,ESQUINA             ,ESQUINA,Consejo General de Educacion
180160400,J.I.N. Nº 35 (SEDE) - ESCUELA Nº 479,Publico,-56.54938268,-29.09472603,ALVEAR              ,GENERAL ALVEAR,Consejo General de Educacion
180160401,J.I.N. Nº 35 - ESCUELA Nº 123,Publico,-56.55428578,-29.0966817,ALVEAR              ,GENERAL ALVEAR,Consejo General de Educacion
180160402,J.I.N. Nº 35 - ESCUELA Nº 184,Publico,-56.55234684,-29.09516586,ALVEAR              ,GENERAL ALVEAR,Consejo General de Educacion
180160403,J.I.N. Nº 35 - ESCUELA Nº 226,Publico,-56.54898731,-29.09976997,ALVEAR              ,GENERAL ALVEAR,Consejo General de Educacion
180160404,J.I.N. Nº 35 - ESCUELA Nº 602,Publico,-56.55622672,-29.08181512,PANCHO CUE,GENERAL ALVEAR,Consejo General de Educacion
180160500,J.I.N. Nº 31 MIS PRIMEROS PASOS (SEDE) - ESCUELA Nº 415,Publico,-57.33824503,-27.42503699,ITA IBATE           ,GENERAL PAZ,Consejo General de Educacion
180160501,J.I.N. Nº 31 - ESCUELA Nº 189,Publico,-57.33182316,-27.44825218,ITA IBATE           ,GENERAL PAZ,Consejo General de Educacion
180160502,J.I.N. Nº 31 - ESCUELA Nº 328,Publico,-57.33803267,-27.4250375,ITA IBATE           ,GENERAL PAZ,Consejo General de Educacion
180160503,J.I.N. Nº 31 - ESCUELA Nº 493,Publico,-57.4419845,-27.56500547,ARERUNGUA,GENERAL PAZ,Consejo General de Educacion
180160600,J.I.N. Nº 10 (SEDE) - ESCUELA Nº 197,Publico,-59.26065716,-29.17109191,GOYA                ,GOYA,Consejo General de Educacion
180160601,J.I.N. Nº 10 - ESCUELA Nº 118,Publico,-59.2604782,-29.17074654,GOYA                ,GOYA,Consejo General de Educacion
180160602,J.I.N. Nº 10 - ESCUELA Nº 717,Publico,-59.2861482,-29.1694206,GOYA                ,GOYA,Consejo General de Educacion
180160603,J.I.N. Nº 10 - ESCUELA Nº 348,Publico,NULL,NULL,PUERTO BOCA,GOYA,Consejo General de Educacion
180160700,J.I.N. Nº 11 (SEDE) - ESCUELA Nº 601,Publico,-59.25384679,-29.14592166,GOYA                ,GOYA,Consejo General de Educacion
180160701,J.I.N. Nº 11 - ESCUELA Nº 254,Publico,-59.26863137,-29.160441,GOYA                ,GOYA,Consejo General de Educacion
180160800,J.I.N. Nº 12 (SEDE) - ESCUELA Nº 511,Publico,-59.26115523,-29.13187272,GOYA                ,GOYA,Consejo General de Educacion
180160801,J.I.N. Nº 12 - ESCUELA Nº 201,Publico,-59.25632389,-29.12518197,GOYA                ,GOYA,Consejo General de Educacion
180160802,J.I.N. Nº 12 - ESCUELA Nº 463,Publico,-59.25578242,-29.1250134,GOYA                ,GOYA,Consejo General de Educacion
180160803,J.I.N. Nº 12 - ESCUELA Nº 733,Publico,NULL,NULL,REMANSO,GOYA,Consejo General de Educacion
180160900,J.I.N. Nº 13 (SEDE) - ESCUELA Nº 440,Publico,-59.2479331,-29.13748639,GOYA                ,GOYA,Consejo General de Educacion
180160901,J.I.N. Nº 13 - ESCUELA Nº 207,Publico,-59.25088473,-29.1491182,GOYA                ,GOYA,Consejo General de Educacion
180161000,J.I.N. Nº 34 (SEDE) - ESCUELA Nº 676,Publico,-58.24066085,-27.27196731,ITATI               ,ITATI,Consejo General de Educacion
180161001,J.I.N. Nº 34 - ESCUELA Nº 177,Publico,-58.25632789,-27.27371338,ITATI               ,ITATI,Consejo General de Educacion
180161002,J.I.N. Nº 34 - ESCUELA Nº 182,Publico,-58.26255832,-27.35779451,SANTA RITA          ,ITATI,Consejo General de Educacion
180161003,J.I.N. Nº34 - ESCUELA Nº 496,Publico,-58.3005317,-27.36405513,RAMADA PASO         ,ITATI,Consejo General de Educacion
180161100,J.I.N. Nº 21 (SEDE) - ESCUELA Nº 495 PROVINCIA DE LA RIOJA,Publico,-56.68718295,-27.5866599,ITUZAINGO,ITUZAINGO,Consejo General de Educacion
180161101,J.I.N. Nº 21 - ESCUELA Nº 107,Publico,-56.68323511,-27.58021909,ITUZAINGO,ITUZAINGO,Consejo General de Educacion
180161200,J.I.N. Nº 30 HUELLITAS (SEDE) - ESCUELA Nº 418,Publico,-55.89877806,-27.74489721,SAN CARLOS,ITUZAINGO,Consejo General de Educacion
180161201,J.I.N. Nº 30 HUELLITAS - ESCUELA Nº 165,Publico,-55.82730415,-27.91677308,COLONIA LIEBIG'S,ITUZAINGO,Consejo General de Educacion
180161202,J.I.N. Nº 30 HUELLITAS - ESCUELA Nº 787,Publico,-55.88952888,-27.88970783,PLAYADITO,ITUZAINGO,Consejo General de Educacion
180161203,J.I.N. Nº 30 HUELLITAS - ESCUELA Nº 950,Publico,-55.8689783,-27.93368633,LA MERCED,ITUZAINGO,Consejo General de Educacion
180161300,J.I.N. Nº 27 (SEDE) - ESCUELA Nº 959,Publico,-59.0790066,-28.9931496,SANTA LUCIA         ,LAVALLE,Consejo General de Educacion
180161301,J.I.N. Nº 27 - ESCUELA Nº 458,Publico,-59.1807135,-29.0256551,VILLA CORDOBA,LAVALLE,Consejo General de Educacion
180161302,J.I.N. Nº 27 - ESCUELA Nº 433,Publico,-59.1433723,-29.0239568,RINCON DE SANTA LUCIA,LAVALLE,Consejo General de Educacion
180161303,J.I.N. Nº 27 - ESCUELA Nº 688,Publico,-59.1486856,-28.9843867,LA LOMA,LAVALLE,Consejo General de Educacion
180161304,J.I.N. Nº 27 - ESCUELA Nº 509,Publico,-59.10528916,-28.98316551,SANTA LUCIA         ,LAVALLE,Consejo General de Educacion
180161400,J.I.N. Nº 9 (SEDE),Publico,-58.07883386,-29.18684527,MERCEDES,MERCEDES,Consejo General de Educacion
180161401,J.I.N. Nº  9 - ESCUELA Nº 84,Publico,-58.07167042,-29.18523373,MERCEDES,MERCEDES,Consejo General de Educacion
180161402,J.I.N. Nº  9 - ESCUELA Nº 85,Publico,-58.07358218,-29.17926221,MERCEDES,MERCEDES,Consejo General de Educacion
180161403,J.I.N. Nº  9 - ESCUELA Nº 472,Publico,-58.051469,-29.173237,MERCEDES,MERCEDES,Consejo General de Educacion
180161404,J.I.N. Nº  9 - ESCUELA Nº 578,Publico,-58.043985,-29.188926,MERCEDES,MERCEDES,Consejo General de Educacion
180161500,J.I.N. Nº 22 (SEDE) - ESCUELA Nº 644,Publico,-57.96511766,-30.61768594,COLONIA MOCORETA,MONTE CASEROS,Consejo General de Educacion
180161501,J.I.N. Nº 22 - ESCUELA Nº 186,Publico,-57.96514435,-30.6179175,MOCORETA            ,MONTE CASEROS,Consejo General de Educacion
180161600,J.I.N. Nº 33 (SEDE) - ESCUELA Nº 646,Publico,-57.6421798,-30.25933639,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180161601,J.I.N. Nº 33 - ESCUELA Nº 432,Publico,-57.63748794,-30.26003876,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
180161602,J.I.N. Nº 33 - ESCUELA Nº 431,Publico,-57.63261528,-30.25944238,MONTE CASEROS       ,MONTE CASEROS,Consejo General de Educacion
